ref,hyp,wer,cer,duration_sec,n_ref_words
yes dont you,yes dont you,0.0,0.0,2.18,3
oh ever so much only he seems kind of staid and school teachery,oh ever so much only he seems kind of staid and school teachery,0.0,0.0,5.12,13
when she used to tell me about him i always wondered whether she wasnt a little in love with him,when she used to tell me about him i always wondered whether she wasnt a little in love with him,0.0,0.0,5.165,20
it would serve you all right if she walked off with carl,it would serve you all right if she walked off with carl,0.0,0.0,3.06,12
i like to talk to carl about new york and what a fellow can do there,i like to talk to carl about new york and what a fellow can do there,0.0,0.0,4.41,16
oh emil,oh emile,0.5,0.1429,1.63,2
surely you are not thinking of going off there,surely you are not thinking of going off there,0.0,0.0,3.05,9
maries face fell under his brooding gaze,maries face fell under his brooding gaze,0.0,0.0,3.27,7
im sure alexandra hopes you will stay on here she murmured,im sure alexandra hopes you will stay on here she murmured,0.0,0.0,4.525,11
i dont want to stand around and look on,i dont want to stand around and look on,0.0,0.0,2.065,9
i want to be doing something on my own account,i want to be doing something on my own account,0.0,0.0,2.78,10
sometimes i dont want to do anything at all and sometimes i want to pull the four corners of the divide together he threw out his arm and brought it back with a jerk so like a table cloth,sometimes i dont want to do anything at all and sometimes i want to pull the four corners of the divide together he threw out his arm and brought it back with a jerk so like a tablecloth,0.0513,0.0053,10.61,39
i get tired of seeing men and horses going up and down up and down,i get tired of seeing men and horses going up and down up and down,0.0,0.0,5.025,15
i wish you werent so restless and didnt get so worked up over things she said sadly,i wish you werent so restless and didnt get so worked up over things she said sadly,0.0,0.0,6.35,17
thank you he returned shortly,thank you he returned shortly,0.0,0.0,3.075,5
and you never used to be cross to me,and you never used to be cross to me,0.0,0.0,2.555,9
i cant play with you like a little boy any more he said slowly thats what you miss marie,i cant play with you like a little boy any more he said slowly thats what you miss marie,0.0,0.0,6.6,19
but emil if i understand then all our good times are over we can never do nice things together any more,but emil if i understand then all our good times are over we can never do nice things together any more,0.0,0.0,7.105,21
and anyhow theres nothing to understand,and anyhow theres nothing to understand,0.0,0.0,2.435,6
that wont last it will go away and things will be just as they used to,that wont last it will go away and things will be just as they used to,0.0,0.0,4.63,16
i pray for you but thats not the same as if you prayed yourself,i pray for you but thats not the same as if you prayed yourself,0.0,0.0,4.03,14
i cant pray to have the things i want he said slowly and i wont pray not to have them not if im damned for it,i cant pray to have the things i want he said slowly and i wont pray not to have them not if im damned for it,0.0,0.0,8.92,26
then all our good times are over,then all our good times are over,0.0,0.0,2.575,7
it is sixteen years since john bergson died,it is sixteen years since john bergson died,0.0,0.0,4.105,8
his wife now lies beside him and the white shaft that marks their graves gleams across the wheat fields,his wife now lies beside him and the white shaft that marks their graves gleams across the wheat fields,0.0,0.0,7.38,19
from the norwegian graveyard one looks out over a vast checker board marked off in squares of wheat and corn light and dark dark and light,from the norwegian graveyard one looks out over a vast checkerboard marked off in squares of wheat and corn light and dark dark and light,0.0769,0.0072,11.395,26
from the graveyard gate one can count a dozen gayly painted farmhouses the gilded weather vanes on the big red barns wink at each other across the green and brown and yellow fields,from the graveyard gate one can count a dozen gaily painted farmhouses the gilded weather vanes on the big red barns wink at each other across the green and brown and yellow fields,0.0303,0.0056,12.765,33
the air and the earth are curiously mated and intermingled as if the one were the breath of the other,the air and the earth are curiously mated and intermingled as if the one were the breath of the other,0.0,0.0,6.825,20
he was a splendid figure of a boy tall and straight as a young pine tree with a handsome head and stormy gray eyes deeply set under a serious brow,he was a splendid figure of a boy tall and straight as a young pine tree with a handsome head and stormy grey eyes deeply set under a serious brow,0.0333,0.0068,10.945,30
thats not much of a job for an athlete here ive been to town and back,thats not much of a job for an athlete here ive been to town and back,0.0,0.0,4.395,16
alexandra lets you sleep late,alexandra lets you sleep late,0.0,0.0,2.035,5
she gathered up her reins,she gathered up her reins,0.0,0.0,2.305,5
please wait for me marie emil coaxed,please wait for me marie amy coaxed,0.1429,0.0833,2.975,7
i never see lous scythe over here,i never see lous scythe over here,0.0,0.0,2.875,7
how brown youve got since you came home i wish i had an athlete to mow my orchard,how brown youve got since you came home i wish i had an athlete to mow my orchard,0.0,0.0,5.035,18
i get wet to my knees when i go down to pick cherries,i get wet to my knees when i go down to pick cherries,0.0,0.0,3.66,13
indeed he had looked away with the purpose of not seeing it,indeed he had looked away with the purpose of not seeing it,0.0,0.0,4.09,12
they think youre proud because youve been away to school or something,they think youre proud because youve been away to school or something,0.0,0.0,3.7,12
there was something individual about the great farm a most unusual trimness and care for detail,there was something individual about the great farm a most unusual trimness and care for detail,0.0,0.0,6.55,16
on either side of the road for a mile before you reached the foot of the hill stood tall osage orange hedges their glossy green marking off the yellow fields,on either side of the road for a mile before you reached the foot of the hill stood tall osage orange hedges their glossy green marking off the yellow fields,0.0,0.0,10.085,30
any one thereabouts would have told you that this was one of the richest farms on the divide and that the farmer was a woman alexandra bergson,any one thereabouts would have told you that this was one of the richest farms on the divide and that the farmer was a woman alexandra bergson,0.0,0.0,9.105,27
there is even a white row of beehives in the orchard under the walnut trees,there is even a white row of beehives in the orchard under the walnut trees,0.0,0.0,4.79,15
here she would stay comforted and soothed among the lovely plants and rich exotics rejoicing the heart of old turner the gardener who since pollys first rapturous entrance had taken her into his good graces for all time,here she would stay comforted and soothed among the lovely plants and rich exotics rejoicing the heart of old turner the gardener who since pollys first rapturous entrance had taken her into his good graces for all time,0.0,0.0,13.29,38
every chance she could steal after practice hours were over and after the clamorous demands of the boys upon her time were fully satisfied was seized to fly on the wings of the wind to the flowers,every chance she could steal after practice hours were over and after the clamorous demands of the boys upon her time were fully satisfied was seized to fly on the wings of the wind to the flowers,0.0,0.0,11.965,37
then dear said missus whitney you must be kinder to her than ever think what it would be for one of you to be away from home even among friends,then dear said misses whitney you must be kinder to her than ever think what it would be for one of you to be away from home even among friends,0.0333,0.007,8.92,30
somehow of all the days when the home feeling was the strongest this day it seemed as if she could bear it no longer,somehow of all the days when the home feeling was the strongest this day it seemed as if she could bear it no longer,0.0,0.0,6.56,24
if she could only see phronsie for just one moment,if she could only see phronsie for just one moment,0.0,0.0,3.295,10
oh shes always at the piano said van she must be there now somewhere and then somebody laughed,oh shes always at the piano said van she must be there now somewhere and then somebody laughed,0.0,0.0,6.51,18
at this the bundle opened suddenly and out popped phronsie,at this the bundle opened suddenly and out popped phronsie,0.0,0.0,6.15,10
but polly couldnt speak and if jasper hadnt caught her just in time she would have tumbled over backward from the stool phronsie and all,but polly couldnt speak and if jasper hadnt caught her just in time she would have tumbled over backward from the stool fronzy and all,0.04,0.0368,8.68,25
asked phronsie with her little face close to pollys own,asked phronsie with her little face close to pollys own,0.0,0.0,3.865,10
now youll stay cried van say polly wont you,now youll stay cried anne stay polly wont you,0.2222,0.093,3.97,9
oh you are the dearest and best mister king i ever saw but how did you make mammy let her come,oh you are the dearest and best mister king i ever saw but how did you make mammy let her come,0.0,0.0,6.24,21
isnt he splendid cried jasper in intense pride swelling up father knew how to do it,isnt he splendid cried jasper in intense pride swelling up father knew how to do it,0.0,0.0,6.71,16
there there he said soothingly patting her brown fuzzy head,there there he said soothingly patting her brown fuzzy head,0.0,0.0,4.45,10
i know gasped polly controlling her sobs i wont only i cant thank you,i know gasped polly controlling her sobs i wont only i cant thank you,0.0,0.0,6.815,14
asked phronsie in intense interest slipping down out of pollys arms and crowding up close to jaspers side,asked phronsie in intense interest slipping down out of pollys arms and crowding up close to jaspers side,0.0,0.0,6.79,18
yes all alone by himself asserted jasper vehemently and winking furiously to the others to stop their laughing he did now truly phronsie,yes all alone by himself asserted jasper vehemently and winking furiously to the others to stop their laughing he did now truly francie,0.0435,0.0294,9.34,23
oh no jasper i must go by my very own self,oh no japser i must go by my very own self,0.0909,0.0476,4.25,11
there jap youve caught it laughed percy while the others screamed at the sight of jaspers face,there jap youve caught it laughed percy while the others screamed at the sight of jaspers face,0.0,0.0,6.21,17
dont mind it polly whispered jasper twasnt her fault,dont mind it polly whispered jasper twasnt her fault,0.0,0.0,4.095,9
dear me ejaculated the old gentleman in the utmost amazement and such a time as ive had to get her here too,dear me ejaculated the old gentleman in the utmost amazement and such a time as ive had to get her here too,0.0,0.0,7.12,22
how did her mother ever let her go,how did her mother ever let her go,0.0,0.0,2.24,8
she asked impulsively i didnt believe you could persuade her father,she asked impulsively i didnt believe you could persuade her father,0.0,0.0,4.365,11
i didnt have any fears if i worked it rightly said the old gentleman complacently,i didnt have any fears if i worked it rightly said the old gentleman complacently,0.0,0.0,5.04,15
he cried in high dudgeon just as if he owned the whole of the peppers and could dispose of them all to suit his fancy,he cried in high dudgeon just as if he owned the whole of the peppers and could dispose of them all to suit his fancy,0.0,0.0,6.675,25
and the old gentleman was so delighted with his success that he had to burst out into a series of short happy bits of laughter that occupied quite a space of time,and the old gentleman was so delighted with his success that he had to burst out into a series of short happy bits of laughter that occupied quite a space of time,0.0,0.0,9.665,32
at last he came out of them and wiped his face vigorously,at last he came out of them and wiped his face vigorously,0.0,0.0,3.755,12
but already at a point in economic evolution far antedating the emergence of the lady specialised consumption of goods as an evidence of pecuniary strength had begun to work out in a more or less elaborate system,but already at a point in economic evolution far antedating the emergence of the lady specialized consumption of goods as an evidence of pecuniary strength had begun to work out in a more or less elaborate system,0.027,0.0047,12.085,37
the utility of consumption as an evidence of wealth is to be classed as a derivative growth,the utility of consumption as an evidence of wealth is to be classed as a derivative of growth,0.0588,0.033,5.675,17
such consumption as falls to the women is merely incidental to their work it is a means to their continued labour and not a consumption directed to their own comfort and fulness of life,such consumption as falls through the women is merely incidental to their work it is a means to their continued labour and not a consumption directed to their own comfort and fullness of life,0.0588,0.0324,10.615,34
with a further advance in culture this tabu may change into simple custom of a more or less rigorous character but whatever be the theoretical basis of the distinction which is maintained whether it be a tabu or a larger conventionality the features of the conventional scheme of consumption do not change easily,with a further advance in culture this taboo may change into simple custom of a more or less rigorous character but whatever be the theoretical basis of the distinction which is maintained whether it be a taboo or a larger conventionality the features of the conventional scheme of consumption do not change easily,0.0377,0.0128,19.025,53
in the nature of things luxuries and the comforts of life belong to the leisure class,in the nature of things luxuries and the comforts of life belong to the leisure class,0.0,0.0,5.33,16
under the tabu certain victuals and more particularly certain beverages are strictly reserved for the use of the superior class,under the taboo certain victuals and more particularly certain beverages are strictly reserved for the use of the superior class,0.05,0.0157,8.405,20
drunkenness and the other pathological consequences of the free use of stimulants therefore tend in their turn to become honorific as being a mark at the second remove of the superior status of those who are able to afford the indulgence,drunkenness and the other pathological consequences of the free use of stimulants therefore tend in their turn to become honorific as being a mark at the second remove of the superior status of those who are able to afford the indulgence,0.0,0.0,14.505,41
it has even happened that the name for certain diseased conditions of the body arising from such an origin has passed into everyday speech as a synonym for noble or gentle,it has even happened that the name for certain diseased conditions of the body arising from such an origin has passed into everyday speech as a synonym for noble or gentle,0.0,0.0,10.545,31
the consumption of luxuries in the true sense is a consumption directed to the comfort of the consumer himself and is therefore a mark of the master,the consumption of luxuries in the true sense is a consumption directed to the comfort of the consumer himself and is therefore a mark of the master,0.0,0.0,9.495,27
with many qualifications with more qualifications as the patriarchal tradition has gradually weakened the general rule is felt to be right and binding that women should consume only for the benefit of their masters,with many qualifications with more qualifications as the patriarchal tradition has gradually weakened the general rule is felt to be right and binding that women should consume only for the benefit of their masters,0.0,0.0,12.605,34
the objection of course presents itself that expenditure on womens dress and household paraphernalia is an obvious exception to this rule but it will appear in the sequel that this exception is much more obvious than substantial,the objection of course presents itself that expenditure on womens stress and household paraphernalia is an obvious exception to this rule but it will appear in the sequel that this exception is much more obvious than substantial,0.027,0.0088,13.005,37
the custom of festive gatherings probably originated in motives of conviviality and religion these motives are also present in the later development but they do not continue to be the sole motives,the custom of festive gatherings probably originated in motives of conviviality and religion these motives are also present in the later development but they do not continue to be the sole motives,0.0,0.0,11.03,32
there is a more or less elaborate system of rank and grades,there is a more or less elaborate system of rank and rates,0.0833,0.0339,3.205,12
this differentiation is furthered by the inheritance of wealth and the consequent inheritance of gentility,this differentiation is furthered by the inheritance of wealth and the consequent inheritance of gentility,0.0,0.0,5.61,15
many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right so that some of them are scarcely at all others only partially to be rated as vicarious consumers,many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right so that some of them are scarcely at all others only partially to be rated as vicarious consumers,0.0,0.0,11.255,38
so many of them however as make up the retainer and hangers on of the patron may be classed as vicarious consumer without qualification,so many of them however as make up the retainer and hangers on of the patron may be classed as vicarious consumer without qualification,0.0,0.0,8.435,24
many of these again and also many of the other aristocracy of less degree have in turn attached to their persons a more or less comprehensive group of vicarious consumer in the persons of their wives and children their servants retainers et cetera,many of these again and also many of the other aristocracy of less degree have in turn attached to their persons a more or less comprehensive group of vicarious consumer in the persons of their wives and children their servants retainers etc,0.0465,0.0243,14.15,43
the wearing of uniforms or liveries implies a considerable degree of dependence and may even be said to be a mark of servitude real or ostensible,the wearing of uniforms or liveries implies a considerable degree of dependence and may even be said to be a mark of servitude real or ostensible,0.0,0.0,8.335,26
the wearers of uniforms and liveries may be roughly divided into two classes the free and the servile or the noble and the ignoble,the wearers of uniforms and liveries may be roughly divided into two classes the free and the servile or the noble and the ignobile,0.0417,0.0077,7.815,24
but the general distinction is not on that account to be overlooked,but the general distinction is not on that account to be overlooked,0.0,0.0,3.755,12
so those offices which are by right the proper employment of the leisure class are noble such as government fighting hunting the care of arms and accoutrements and the like in short those which may be classed as ostensibly predatory employments,so those offices which are by right the proper employment of the leisure class are noble such as government fighting hunting the care of arms and accoutrements and the like in short those which may be classed as ostensibly predatory employments,0.0,0.0,14.035,41
whenever as in these cases the menial service in question has to do directly with the primary leisure employments of fighting and hunting it easily acquires a reflected honorific character,whenever as in these cases the menial service in question has to do directly with the primary leisure employments of fighting and hunting it easily acquires a reflected honorific character,0.0,0.0,10.555,30
the livery becomes obnoxious to nearly all who are required to wear it,the livery becomes obnoxious to nearly all who are required to wear it,0.0,0.0,4.295,13
in a general way though not wholly nor consistently these two groups coincide,in a general way though not wholly nor consistently these two groups coincide,0.0,0.0,4.83,13
the dependent who was first delegated for these duties was the wife or the chief wife and as would be expected in the later development of the institution when the number of persons by whom these duties are customarily performed gradually narrows the wife remains the last,the dependent who was first delegated for these duties was the wife or the chief wife and as would be expected in the later development of the institution when the number of persons by whom these duties are customarily performed gradually narrows the wife remains the last,0.0,0.0,14.715,47
but as we descend the social scale the point is presently reached where the duties of vicarious leisure and consumption devolve upon the wife alone,but as we descend the social scale the point is presently reached where the duties of vicarious leisure and consumption devolve upon the wife alone,0.0,0.0,7.805,25
in the communities of the western culture this point is at present found among the lower middle class,in the communities of the western culture this point is at present found among the lower middle class,0.0,0.0,5.355,18
if beauty or comfort is achieved and it is a more or less fortuitous circumstance if they are they must be achieved by means and methods that commend themselves to the great economic law of wasted effort,if beauty or comfort is achieved and it is a more or less fortuitous circumstance if they are they must be achieved by means and methods that commend themselves to the great economic law of wasted effort,0.0,0.0,10.6,37
the man of the household also can do something in this direction and indeed he commonly does but with a still lower descent into the levels of indigence along the margin of the slums the man and presently also the children virtually cease to consume valuable goods for appearances and the woman remains virtually the sole exponent of the households pecuniary decency,the man of the household also can do something in this direction and indeed he commonly does but with a still lower descent into the levels of indigence along the margin of the slums the man and presently also the children virtually cease to consume valuable goods for appearances and the woman remains virtually the sole exponent of the households pecuniary decency,0.0,0.0,20.03,62
very much of squalor and discomfort will be endured before the last trinket or the last pretense of pecuniary decency is put away,very much of squalor and discomfort will be endured before the last trinket or the last pretence of pecuniary decency is put away,0.0435,0.0078,7.47,23
there is no class and no country that has yielded so abjectly before the pressure of physical want as to deny themselves all gratification of this higher or spiritual need,there is no class and no country that has yielded so abjectly before the pressure of physical want as to deny themselves all gratification of this higher or spiritual need,0.0,0.0,9.755,30
the question is which of the two methods will most effectively reach the persons whose convictions it is desired to affect,the question is which of the two methods will most effectively reach the persons whose convictions it is desired to effect,0.0476,0.0082,6.845,21
each will therefore serve about equally well during the earlier stages of social growth,each will therefore serve about equally well during the earlier stages of social growth,0.0,0.0,5.025,14
the modern organization of industry works in the same direction also by another line,the modern organization of industry works in the same direction also by another line,0.0,0.0,4.665,14
it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure,it is evident therefore that the present trend of the development is in the direction of heightening the utility of conspicuous consumption as compared with leisure,0.0,0.0,8.26,26
it is also noticeable that the serviceability of consumption as a means of repute as well as the insistence on it as an element of decency is at its best in those portions of the community where the human contact of the individual is widest and the mobility of the population is greatest,it is also noticeable that the serviceability of consumption as a means of repute as well as the insistence on it as an element of decency is at its best in those portions of the community where the human contact of the individual is widest and the mobility of the population is greatest,0.0,0.0,14.76,53
consumption becomes a larger element in the standard of living in the city than in the country,consumption becomes a larger element in the standard of living in the city than in the country,0.0,0.0,4.64,17
among the country population its place is to some extent taken by savings and home comforts known through the medium of neighborhood gossip sufficiently to serve the like general purpose of pecuniary repute,among the country population its place is to some extent taken by savings and home comforts known through the medium of neighbourhood gossip sufficiently to serve the like general purpose of pecuniary repute,0.0303,0.0049,10.54,33
the result is a great mobility of the labor employed in printing perhaps greater than in any other equally well defined and considerable body of workmen,the result is a great mobility of the labour employed in printing perhaps greater than in any other equally well defined and considerable body of workmen,0.0385,0.0066,7.95,26
under the simple test of effectiveness for advertising we should expect to find leisure and the conspicuous consumption of goods dividing the field of pecuniary emulation pretty evenly between them at the outset,under the simple test of effectiveness for advertising we should expect to find leisure and the conspicuous consumption of goods dividing the field of pecuniary emulation pretty evenly between them at the outset,0.0,0.0,11.415,33
but the actual course of development has been somewhat different from this ideal scheme leisure held the first place at the start and came to hold a rank very much above wasteful consumption of goods both as a direct exponent of wealth and as an element in the standard of decency during the quasi peaceable culture,but the actual course of development has been somewhat different from this ideal scheme leisure held the first place at the start and came to hold a rank very much above wasteful consumption of goods both as a direct exponent of wealth and as an element in the standard of decency during the quarsi peaceable culture,0.0179,0.0032,16.735,56
other circumstances permitting that instinct disposes men to look with favor upon productive efficiency and on whatever is of human use,other circumstances permitting that instinct disposes men to look with favour upon productive efficiency and on whatever is of human use,0.0476,0.0074,7.51,21
a reconciliation between the two conflicting requirements is effected by a resort to make believe many and intricate polite observances and social duties of a ceremonial nature are developed many organizations are founded with some specious object of amelioration embodied in their official style and title there is much coming and going and a deal of talk to the end that the talkers may not have occasion to reflect on what is the effectual economic value of their traffic,a reconciliation between the two conflicting requirements is effected by a resort to make believe many an intricate polite observances and social duties of a ceremonial nature are developed many organizations are founded with some specious object of amelioration embodied in their official style and title there is much coming and going and a deal of talk to the end that the talkers may not have occasion to reflect on what is the effectual economic value of their traffic,0.0127,0.0021,25.115,79
the salient features of this development of domestic service have already been indicated,the salient features of this development of domestic service have already been indicated,0.0,0.0,4.7,13
throughout the entire evolution of conspicuous expenditure whether of goods or of services or human life runs the obvious implication that in order to effectually mend the consumers good fame it must be an expenditure of superfluities,throughout the entire evolution of conspicuous expenditure whether of goods or of services or human life runs the obvious implication that in order to effectually mend the consumers good fame it must be an expenditure of superfluities,0.0,0.0,13.025,37
as used in the speech of everyday life the word carries an undertone of deprecation,as used in the speech of everyday life the word carries an undertone of deprecation,0.0,0.0,4.16,15
the use of the word waste as a technical term therefore implies no deprecation of the motives or of the ends sought by the consumer under this canon of conspicuous waste,the use of the word waste as a technical term therefore implies no deprecation of the motives or of the ends sought by the consumer under this canon of conspicuous waste,0.0,0.0,9.5,31
but it is on other grounds worth noting that the term waste in the language of everyday life implies deprecation of what is characterized as wasteful,but it is on other grounds worth noting that the term waste in the language of everyday life implies deprecation of what is characterized as wasteful,0.0,0.0,7.26,26
in strict accuracy nothing should be included under the head of conspicuous waste but such expenditure as is incurred on the ground of an invidious pecuniary comparison,in strict accuracy nothing should be included under the head of conspicuous waste but such expenditure as is incurred on the ground of an invidious pecuniary comparison,0.0,0.0,8.86,27
an article may be useful and wasteful both and its utility to the consumer may be made up of use and waste in the most varying proportions,an article may be useful and wasteful both and its utility to the consumer may be made up of use and waste in the most varying proportions,0.0,0.0,7.57,27
you know captain lake,you know captain lake,0.0,0.0,2.19,4
said lord chelford addressing me,said lord shelford addressing me,0.2,0.0312,2.58,5
he had his hand upon lakes shoulder,he had his hand upon lakes shoulder,0.0,0.0,2.78,7
they are cousins you know we are all cousins,they are cousins you know we are all cousins,0.0,0.0,3.51,9
whatever lord chelford said miss brandon received it very graciously and even with a momentary smile,whatever lord shelford said miss brandon received it very graciously and even with a momentary smile,0.0625,0.01,7.365,16
but her greeting to captain lake was more than usually haughty and frozen and her features i fancied particularly proud and pale,but her greeting to captain leake was more than usually haughty and frozen and her features i fancied particularly proud and pale,0.0455,0.0078,10.12,22
at dinner lake was easy and amusing,at dinner lake was easy and amusing,0.0,0.0,3.35,7
im glad you like it says wylder chuckling benignantly on it over his shoulder,im glad you like it says wilder chuckling benignantly on it over his shoulder,0.0714,0.013,6.065,14
i believe i have a little taste that way those are all real you know those jewels,i believe i have a little taste that way those are all real you know those jewels,0.0,0.0,6.12,17
and he placed it in that gentlemans fingers who now took his turn at the lamp and contemplated the little parallelogram with a gleam of sly amusement,and he placed it in that gentlemans fingers who now took his turn at the lamp and contemplated the little parallelogram with a gleam of sly amusement,0.0,0.0,9.89,27
i was thinking its very like the ace of hearts answered the captain softly smiling on,i was thinking its very like the ace of hearts answered the captain softly smiling on,0.0,0.0,6.335,16
whereupon lake laughed quietly still looking on the ace of hearts with his sly eyes,whereupon lake laughed quietly still looking on the ace of hearts with his sly eyes,0.0,0.0,6.355,15
and wylder laughed too more suddenly and noisily than the humour of the joke seemed quite to call for and glanced a grim look from the corners of his eyes on lake but the gallant captain did not seem to perceive it and after a few seconds more he handed it very innocently back to missus dorothy only remarking,and wilder laughed too more suddenly and noisily than the humor of the joke seemed quite to call for and glanced a grim look from the corners of his eyes on lake but the gallant captain did not seem to perceive it and after a few seconds more he handed it very innocently back to misses dorothy only remarking,0.0508,0.0097,21.51,59
do you know lake oh i really cant tell but hell soon tire of country life,do you know lake oh i really cant tell but hell soon tire of country life,0.0,0.0,7.095,16
hes not a man for country quarters,hes not a man for country quarters,0.0,0.0,2.615,7
i had a horrid dream about him last night that,i had a horrid dream about him last night that,0.0,0.0,4.145,10
oh i know thats lorne brandon,oh i know thats lorne brandon,0.0,0.0,3.06,6
all the time he was talking to me his angry little eyes were following lake,all the time he was talking to me his angry little eyes were following lake,0.0,0.0,5.455,15
it was not very much past eleven that morning when the pony carriage from brandon drew up before the little garden wicket of redmans farm,it was not very much past eleven that morning when the pony carriage from brandon drew up before the little garden wicket of redmonds farm,0.04,0.0146,8.92,25
well she was better though she had had a bad night,well she was better though she had had a bad night,0.0,0.0,3.66,11
so there came a step and a little rustling of feminine draperies the small door opened and rachel entered with her hand extended and a pale smile of welcome,so there came a step and a little rustling of feminine draperies the small door opened and rachel entered with her hand extended and a pale smile of welcome,0.0,0.0,11.085,29
women can hide their pain better than we men and bear it better too except when shame drops fire into the dreadful chalice,women can hide their pain better than we men and bear it better too except when shame drops fire into the dreadful chalice,0.0,0.0,9.345,23
but poor rachel lake had more than that stoical hypocrisy which enables the tortured spirits of her sex to lift a pale face through the flames and smile,but poor rachel lake had more than that stoical hypocrisy which enables the tortured spirits of her sex to lift a pale face through the flames and smile,0.0,0.0,11.21,28
this transient spring and lighting up are beautiful a glamour beguiling our senses,this transient spring and lighting up are beautiful a glamour beguiling our senses,0.0,0.0,6.11,13
there was something of sweetness and fondness in her tones and manner which was new to rachel and comforting and she returned the greeting as kindly and felt more like her former self,there was something of sweetness and fondness in her tones and manner which was new to rachel and comforting and she returned the greeting as kindly and felt more like her former self,0.0,0.0,11.99,33
rachels pale and sharpened features and dilated eye struck her with a painful surprise,rachels pale and sharpened features and dilated eye struck her with a painful surprise,0.0,0.0,6.795,14
you have been so ill my poor rachel,you have been so ill my poor rachel,0.0,0.0,2.95,8
ill and troubled dear troubled in mind and miserably nervous,ill and troubled dear troubled in mind and miserably nervous,0.0,0.0,5.135,10
poor rachel her nature recoiled from deceit and she told at all events as much of the truth as she dared,poor rachel her nature recoiled from deceit and she told at all events as much of the truth as she dared,0.0,0.0,7.75,21
she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash,she spoke with a sudden energy which partook of fear and passion and flushed her thin cheek and made her languid eyes flash,0.0,0.0,9.21,23
thank you rachel my cousin rachel my only friend,thank you rachel my cousin rachel my only friend,0.0,0.0,4.38,9
chelford had a note from mister wylder this morning another note his coming delayed and something of his having to see some person who is abroad continued dorcas after a little pause,chelford had a note from mister wilder this morning another note his coming delayed and something of his having to see some person who is abroad continued dorcas after a little pause,0.0312,0.0055,11.495,32
yes something everything said rachel hurriedly looking frowningly at a flower which she was twirling in her fingers,yes something everything said rachel hurriedly looking frowningly at a flower which she was twirling in her fingers,0.0,0.0,8.405,18
yes said rachel,yes said rachel,0.0,0.0,2.01,3
and the wan oracle having spoken she sate down in the same sort of abstraction again beside dorcas and she looked full in her cousins eyes,and the wan oracle having spoken she sat down in the same sort of abstraction again beside dorcas and she looked full in her cousins eyes,0.0385,0.0072,10.185,26
of mark wylder i say this his name has been for years hateful to me and recently it has become frightful and you will promise me simply this that you will never ask me to speak again about him,of mark wilder i say this his name has been for years hateful to me and recently it has become frightful and you will promise me simply this that you will never ask me to speak again about him,0.0256,0.0052,14.59,39
it is an antipathy an antipathy i cannot get over dear dorcas you may think it a madness but dont blame me,it is an antipathy an antipathy i cannot get over dear dorcas you may think it a madness but dont blame me,0.0,0.0,7.44,22
i have very few to love me now and i thought you might love me as i have begun to love you,i have very few to love me now and i thought you might love me as i have begun to love you,0.0,0.0,6.35,22
and she threw her arms round her cousins neck and brave rachel at last burst into tears,and she threw her arms round her cousins neck and brave rachel at last burst into tears,0.0,0.0,6.545,17
dorcas in her strange way was moved,dorcas in her strange way was moved,0.0,0.0,4.09,7
i like you still rachel im sure ill always like you,i like you still rachel im sure ill always like you,0.0,0.0,4.175,11
you resemble me rachel you are fearless and inflexible and generous,you resemble me rachel you are fearless and inflexible and generous,0.0,0.0,4.975,11
yes rachel i do love you,yes rachel i do love you,0.0,0.0,2.37,6
thank you dorcas dear,thank you dorcas dear,0.0,0.0,1.905,4
miss lake declined the carriage to night,miss lake declined the carriage to night,0.0,0.0,2.645,7
and he added something still less complimentary,and he added something still less complimentary,0.0,0.0,3.47,7
but dont these very wise things sometimes turn out very foolishly,but dont these very wise things sometimes turn out very foolishly,0.0,0.0,5.125,11
in the meantime i had formed a new idea of her,in the meantime i had formed a new idea of her,0.0,0.0,2.865,11
by this time lord chelford and wylder returned and disgusted rather with myself i ruminated on my want of general ship,by this time lord chelford and wilder returned and disgusted rather with myself i ruminated on my want of generalship,0.1429,0.0169,9.225,21
and he made a little dip of his cane towards brandon hall over his shoulder,and he made a little dip of his cane towards brandon hall over his shoulder,0.0,0.0,4.59,15
yes so they said but that would i think have been worse,yes so they said but that would i think have been worse,0.0,0.0,4.215,12
if a fellows been a little bit wild hes beelzebub at once,if a fellows been a little bit wild he is beelzebub at once,0.1667,0.0351,4.12,12
bractons a very good fellow i can assure you,bractons a very good fellow i can assure you,0.0,0.0,3.3,9
i dont know and cant say how you fine gentlemen define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county,i dont know and cant say how you fine gentlemen define wickedness only as an obscure female i speak according to my lights and he is generally thought the wickedest man in this county,0.0,0.0,13.26,34
well you know radie women like wicked fellows it is contrast i suppose but they do and im sure from what bracton has said to me i know him intimately that dorcas likes him and i cant conceive why they are not married,well you know rady women like wicked fellows it is contrast i suppose but they do and im sure from what bracton has said to me i know him intimately that dorcas likes him and i cant conceive why they are not married,0.0233,0.0093,15.03,43
their walk continued silent for the greater part neither was quite satisfied with the other but rachel at last said,their walk continued silent for the greater part neither was quite satisfied with the other but rachel at last said,0.0,0.0,7.37,20
