ref,hyp,wer,cer,duration_sec,n_ref_words
кроме того он занимался гравюрным оттиском банкнот для многих стран недавние примеры его работ портреты премьерминистра на лицевой стороне новых банкнот канады номиналом 5 и 100 долларов,кроме того занимался граверным отиском банкно для многих стран недавнее примера его работ портреты примерми не странили целое стране но в их банкнотка надо номиналом 5 и 100 долларов,0.5926,0.1452,12.78,27
15 августа 1940 года союзники вторглись в южную часть франции вторжение получило название операция драгун,15 августа 1940 года союзники в торгле свежной часть франции вторжение получила название операции дрогун,0.4,0.1143,11.04,15
надлежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными путём активного отклика на интернетматериалы учащиеся могут определять свою позицию в контексте чужих работ а также излагать свои собственные взгляды на конкретные вопросы оравек 2002,на злежащее использование блогов может дать учащимся возможность стать более аналитичными и критичными путем активно от кликанной интернетматериалу учащейся могут определять свою позицию в контексте шахработа а также излагать свои собственные взгляды на конкретный вопрос ровек 2002,0.3514,0.0772,20.28,37
падение произошло в высокогорье и как полагают стало результатом вражеского огня,подение произошло в высоко горе и как полагает стало результатом вражеского огня,0.3636,0.05,7.2,11
большие области далее к северу довольно редко заселены а некоторые из них практически незаселённая глушь,мольшие области дали к северу довольно редко заселены они о которых из них практически не заселенные оглуши,0.5333,0.1442,8.16,15
серия asus eee pc ранее представленная во всём мире с ориентацией на такие факторы как экономия средств и функциональность стала горячей темой во время месяца информационных технологий в тайбэе в 2007 году,сири асус и ипс и ранее представлены во всем мире с тринтации на такие факторы как экономия с рест и функционалист стало горячее темой во время месяца информационных технологий в тайбее в 2017 году,0.4688,0.1561,14.7,32
этот осадок требовался для формирования пляжей и песчаных отмелей являвшихся местом обитания диких животных,этот осадок требовался для формирования пляжи и пещенных отмели являвшихся местом обитания диких животных,0.2143,0.0654,8.4,14
вчера мартейи привёл к присяге новый временный избирательный совет вис состоящий из девяти участников,в черамарты и привел к присяге новый временный избирательный совет вес состоящий из девяти участников,0.3571,0.0594,12.96,14
центр церковной власти базировался в риме на протяжении более тысячи лет и такое сосредоточение могущества и богатства привело к тому что многие усомнились а соблюдается ли этот догмат,центр церковной власти позированся времени на протяжении более тысячи лет и такое сосредоточение могущества и богатства привело к тому что многие усомнились осаблюдаются лет и догмат,0.25,0.087,12.96,28
одним из наиболее распространённых методов используемых для иллюстрации важности социализации является иллюстрация нескольких прискорбных случаев когда дети изза отсутствия должного внимания неудачного стечения обстоятельств или умышленного жестокого обращения не контактировали со взрослыми во время своего взросления,одним из наиболее распространенных методов используемых для элюстрации варственности социализации является элюстрацией несколько прискорбных случай когда дети из отсутствия должны внимание неудачного стечения обстоятельств или умышленного жестокого обращения не контактировались со взрослыми во время своего возросления,0.3056,0.0818,21.84,36
в итоге сплочённая работа организации с целью преодолеть препятствие может привести к новому инновационному процессу который будет отвечать интересам клиента,в итоге с плоченной работой организации с целью преодолеть препятствия может привести к новому инновационному процессу который будет отвечать интересам клиента,0.2,0.0446,15.48,20
шок по возвращении в родную страну наступает раньше чем культурный шок здесь более короткий романтичный период длится дольше и может быть более тяжёлым,шок по возвращению в родную страну наступает раньше чем культурный шок здесь более короткий романтичный период лица дольше и может быть более тяжелым,0.1304,0.0397,9.36,23
когда все доступные ресурсы эффективно используются во всех функциональных подразделениях организации то могут проявиться креативность и изобретательность,когда все доступные ресурсы эффективно используются во всех функциональных подразделения организации то могут проявиться креативность и изобретательности,0.1176,0.013,13.2,17
атомная бомба работает на том принципе что для того чтобы много протонов и нейтронов находились в одном ядре необходима энергия,атомная бомба работает на том что для того чтобы много протона и на итроном находились в одном дедре необходимо энергия,0.3,0.1417,11.4,20
аналогично мужчины должны носить брюки которые бы закрывали колени,аналогично мужчина должен на сеть брюки которые бы закрывали колени,0.4444,0.0909,6.6,9
на некоторых маршрутах у более крупных компаний есть свои собственные самолёты но для других маршрутов и более мелких компаний с этим была проблема,на некоторых маршрутах у более крупных компаний есть свои собственные самолеты но для других маршрутах у более мелких компаний с этим была проблема,0.1304,0.0272,10.26,23
большинство современных исследовательских телескопов это огромные сооружения в удаленных местах с благоприятными атмосферными условиями,большинство современных исследовательских телескопов это огромное соружение в удаленных местах с плакоприятными а атмосферными условиями,0.2857,0.0519,10.02,14
между 1000 и 1100 вечера по горному времени заключенные устроили пожар во дворе,между 10 и 11 вечера по горному времени заключенные устроили пожар в дворе,0.2308,0.0633,9.96,13
блоги также могут улучшить навыки письма у учащихся хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию это как правило меняется изза присутствия аудитории,блоги также могут улучшить на веке без малучащекся хотя учащийся часто начинает свое блогу и с польза нерешливого громадику и рфографию это правило меняется изза присутствия аудитории,0.5769,0.1711,13.8,26
это представляет хорошую возможность увидеть северное сияние потому что небо будет более или менее тёмным круглые сутки,это представляет хорошие возможности видеть северно сияня потому что не оба будет более или менее о темном круглой сутки,0.5882,0.1345,9.6,17
дель потро имел раннее преимущество во втором сете но это также потребовало тайбрейка после достижения 66,далее подробнее я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не знаю что я не,22.0,11.2,12.72,16
по оценке начальника инженерных войск сша 6 дюймов дождевых осадков могли прорвать поврежденные ранее дамбы,по оценке начальника инженерных войск сша 6 дюймов дождевых ассадков могли прорвать повреждённые ранят дамбы,0.2,0.0467,11.64,15
но еще можно многое сказать о птицах которые всё ещё выглядят как динозавры,но еще много можно сказать об кицах которые все еще выглядят как динозавры,0.4615,0.16,6.72,13
вскоре после начала военных действий британия устроила морскую блокаду германии,скоре после начала военлагействии британин встроила морскую плодка до германия,0.8,0.1772,7.56,10
находка также позволяет ознакомиться с эволюцией перьев у птиц,на ходках также позволяет ознакомиться с союлюцией перевоптиц,0.6667,0.1452,5.76,9
стандарт 80211n работает на обоих частотах 24 ггц и 50 ггц,стандарт 80021n работает на боях частотах 24 гигерса и 54 гигерса,0.4545,0.2586,9.3,11
они вернулись в париж в карете окружённые толпой людей которые выкрикивали угрозы королю и королеве,они вернулись в париж в корете укроженные толпы людей которые выкрикули угрозы королю и королеве,0.2667,0.0909,8.52,15
эти теории обращаются к тому что же заставляет конкретных людей хотеть делать то что они делают и что их окружении заставляет делать или не делать определённые вещи,эти теории обращаются к тому что же заставляет конкретных людей хотите делать то что они делают и что их окружений заставляет делать или не делать определенные вещи,0.1111,0.0244,15.6,27
аналогичным образом если у вас есть шенгенская виза вам не нужно подавать заявление на получение визы в каждую из странучастниц шенгенского соглашения отдельно что позволит вам сэкономить время и деньги а также избежать бумажной волокиты,аналогичным образом если у вас есть шингенская виса вам не нужно подавать заявление на получение висов каждую страну часть с шингенского соглашения отдельно чтобы позволит вам сэкономить время и деньги а также избежать бумажные в локиты,0.3429,0.0759,15.96,35
количество присутствующих было настолько велико что не все смогли попасть на площадь святого петра где проходили похороны,количество присутствующих была настолько вляком что они все смогли попасть на площадь в тоопевера где проходили по охрану,0.4118,0.1322,11.34,17
австралиец митчелл гурли пришел к финишу одиннадцатым в соревнованиях по супергиганту для мужчин в классе стоя чех олдрич елинек пришел к финишу шестнадцатым в соревнованиях по супергиганту для мужчин в классе сидя,острелись мичал гурле пришел к финишу одинствам в соревнованиях по супергигантурле мужчин в классе стоя чехол грич еленяк пришел к финишу 16 в соревнованиях по супергигантурле мужчин в классе сидят,0.4062,0.1822,18.06,32
наиболее доступными растительными ресурсами были бы белки находящиеся в листьях и бобовых но они плохо усваиваются такими приматами как мы если их не готовить,наиболее доступными растительными ресурсами были бы белки находящиеся в листиях и бабовых но они плохо усваиваются такими приматами как мы если их не готовить,0.0833,0.0127,13.74,24
центр церковной власти базировался в риме на протяжении более тысячи лет и такое сосредоточение могущества и богатства привело к тому что многие усомнились а соблюдается ли этот догмат,центр акцарковной власти базировался временно протяжение более тысячи лет и такое сосредоточение макуществ и богатство привлок тому что в нолю сам не листья осаблюдается лет от дагмат,0.6429,0.1848,13.32,28
национальный парк плитвицкие озёра сильно зарос лесом в основном буками елями и пихтами и представляет собой смесь альпийской и средиземноморской растительности,национальный парк плитвидский озера сильно взрослесом в основном буквами елями и пихтыми и представляется босьмень альпийской и среди земным морской растительности,0.5714,0.125,15.0,21
простым и популярным блюдом на обед особенно в летнее время является паамболи хлеб с оливковым маслом помидорами и любой имеющейся начинкой такой как сыр тунец и т д,простимы популярным блюдом на обето особенно в летнее время является паамп оле хлепс оливковым маслом помидорами и любое мещись и начинкой такой как сыр то нет цвет так далее,0.5,0.1879,12.54,28
долина кочамо главное направление в чили для альпинизма она известна как йосмит южной америки и имеет большое количество больших гранитных стен и скал,далина качама главный направлений в черед для альпиниспма она известна как ее смит южной америке и имеет большое количество больших грани,0.5652,0.2133,11.04,23
каждый является членом общества и использует транспортные системы практически каждый жалуется на эти систем,каждый является членом общества и использует транспортные системы практически каждый жалуются на эти системы,0.1429,0.0187,9.78,14
даниэль лантань эксперт оон по вопросам данной болезни заявила что вспышка вероятно была вызвана миротворцами,денили ланталь эксперту он по вопросам данной болезни завела что вспышка вероятна была в высванный миротворцами,0.5333,0.1376,8.88,15
вчера мартейи привёл к присяге новый временный избирательный совет вис состоящий из девяти участников,вчера мартей привел к присяги новой временной избирательный совет вис состоящие с девятин участников,0.5714,0.0891,8.82,14
в популярные виды спорта входят футбол баскетбол волейбол водное поло фехтование регби велоспорт хоккей на льду хоккей на роликах и автогонки формулы1,в популярной виде спорта входят футбол баскибол волебол водное пола фихтование рэкбе велоспорт хокинальду хокин роликах и автогонки формул один,0.6364,0.1733,13.62,22
конечно же эта традиция имеет христианское теологическое объяснение но это вполне может быть и дохристианский ритуал весны и плодородия,конечно же этот родится имеет христианское телоогическое объяснение но это вполне может быть и тохристианский ритуал висны и плодородия,0.2632,0.0741,13.92,19
львы самые социальные кошки живущие в больших группах которые называются прайдами,левой самый сутсициальный кошки живущие больших группах которые называются прайдами,0.3636,0.1358,8.28,11
отбойное течение течение создаваемое волнами которые разбиваются о берег или иногда об риф или чтото подобное,отбойные течение создаваем волными которые разбиваются оберик или иногда обрив или чтото подобное,0.5,0.156,9.48,16
как правило могут проявляться два типа поведения когда менеджеры начинают руководить людьми ранее равными им по статусу одна крайность спектра это попытка оставаться своим парнем или девушкой,как правило могут привязать с два типа поведения когда меннжера начинает руководить людьми ранее равномей импостатусом однако а на крайне спектра это попытка оставаться с воем парнем или девушке,0.4815,0.1728,14.52,27
скаффолдинг это не метод обучения а скорее форма помощи тем кто проходит через новый опыт обучения такой как использование новой компьютерной программы или начало нового проекта,скавфолдин гето немедлого обучения с корейформом по мощитем кто проходит через нового обучения такой как использований новой кипиттерной программы или начало нового проекта,0.5,0.1582,10.86,26
он находился под управлением вишистских французов эти французы заключили мир с немцами в 1940 году и работали вместе с захватчиками вместо того чтобы им противостоять,он находился под управления вишистских французов эти французы заключили мерзням с мивтысячи 9040 году и работали вместе захвачками вместо того чтобы им противостоять,0.28,0.1325,13.92,25
также может быть выгодно купить wild card которая позволяет посещать национальные парки юар либо выборочно либо все,также может быть выгодно купить world card которая позволяет посещать национальные парки юр либо выборочно либо все,0.1176,0.0261,10.8,17
цивилизация это отдельная культура носителями которой является достаточно большая группа людей живущих и работающих вместе общество,цивилизация это отдельная культура на сительном и которой является достаточно большая группа людей живущих и работающих вместе общество,0.1875,0.0458,12.72,16
количество присутствующих было настолько велико что не все смогли попасть на площадь святого петра где проходили похороны,каличество присутствующий была настолько великого что они все смогли выпасть на площадь с этого петравни проходили по храны,0.6471,0.1488,8.7,17
на севере регион ограничен сахелем а на юге и западе атлантическим океаном,на сервере регион ограничен сахелем она юги и западе к лантический макионам,0.5833,0.1622,7.68,12
учебные экскурсии очень важны для любого класса очень часто учителям хочется отвезти своих учеников туда куда нельзя доехать на автобусе,учебные экскурсии очень важны для любого класса очень часто учитлям хочется отвести своих учеников туда куда нельзя доехать на автобусе,0.1,0.0147,10.32,20
он однако не является единственным научные исследования также руководствуются экспериментированием эксперимент это проверка используемая чтобы исключить одну или более возможных гипотез задаванием вопросов и проведением наблюдений,он однако не является единственным научноиследования также руководствуется эксперимитированием в эксперимент это проверка используемая чтобы исключить одну или более возможный кепотис задаваниям вопросов и проведениям наблюдений,0.3462,0.0696,15.96,26
несмотря на то что ии прочно ассоциируется с научной фантастикой он формирует очень важное направление компьютерных наук рассматривающее поведение и обучение машин и привитие им интеллекта,несмотря на то что и прочно соцсвируется с научной фантастикой он формирует очень важный направление компьютерных наук рассматривающая поведение и обучение машин и появите им интеллекта,0.1923,0.0638,14.64,26
хьюн ушел в отставку и в кабинете министров его заменит член парламента эд дейви ожидается что член парламента норман ламб займет принадлежащий дейви пост министра по делам бизнеса,хион ушел в отставку и в кабинете министров его замет член парламента от дв ожидается что член парламента норман ламб займет принадлежащий дв постминистр опыти ламб бизнесса,0.3571,0.1167,13.68,28
нынешняя сенатор и первая леди аргентины кристина фернандес де киршнер анонсировала выдвижение своей кандидатуры на пост президента вчера вечером в лаплате городе в 50 километрах 31 милях от буэносайреса,нынешняя сенатор и первая ледя аргентины крестины фиранан даст декир шнер анансировала в движение своей кондидаторой напост президента в чераве черам была плата городив 50 километрах 31 мл отбленно сайресом,0.7241,0.1823,20.76,29
этот осадок требовался для формирования пляжей и песчаных отмелей являвшихся местом обитания диких животных,это тасадок требовался для формирования пляжей и пищенных отмели являжих семестам обитания диких животных,0.4286,0.1402,11.88,14
в начальный период своего существования это шоу транслировалось только на сайте давно существующего онлайнрадио toginet radio посвященного радиобеседам,в начальной период своего существования это шоу транслировалось только на сайте давно существующего онлайн радио то генет радио посвященного радио беседом,0.4444,0.1126,13.5,18
в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможное заражение других пациентов,в больнице был соблюден протокол отец и онного контроля включая отдельное свяжание пациента чтобы преддвертить возможное заражение других пациентов,0.2941,0.0933,9.72,17
если вы не привыкли ездить по сельским дорогам будьте начеку преобладают крутые склоны узкие переулки и резкие повороты,если вы не привыкли ездить по севеским дорогам будьте на чеку приобладают крутые склоны узкие приулки и резкие повороты,0.2778,0.0504,8.64,18
начальник полиции чандра шехар соланки заявил что обвиняемые были представлены перед судьями с закрытыми лицами,в начальной полиции чандраши харсаланки заявил что обвиняемые были представлены перед судями закрытыми лицами,0.4667,0.1081,8.64,15
коллегирестлеры тоже отдали луне дань уважения,колеги расслера тоже удрилуне дань уважения,0.6667,0.2174,4.8,6
роландо мендоса выстреливал из своей винтовки м16 в туристов,раландемин тоса выстреливал из своей винтовки м16 в туристов,0.2222,0.1,7.32,9
он добавил что их однако не следует просить брать на себя обязательства которые выходят за рамки их стадии разработки ответственности и возможностей,он добавил что их однако не следует просить брать на себя обязательно что выходит за рамки их в стадии разработки ответственность и возможности,0.2727,0.1014,13.92,22
слово цивилизация происходит от латинского civilis что означает гражданский и является родственником латинских слов civis означающего гражданин и civitas означающего город или городгосударство и оно также определенным образом выражает размер общества,слово цивилизация происходит от латинского цивилиз что означает гражданский и является родственником латинских слов цивилиз означающего гражданин и цивитез означающего город или город государства и оно также определённым образом выражает размер общества,0.1935,0.096,24.06,31
проведенная работа была в основном теоретической но программа была написана для имитации наблюдений галактики в стрельце,проведенные работы было в основном теоретической но программа было написано для имитации наблюдения галактики в стрельце,0.375,0.0583,11.52,16
он однако не является единственным научные исследования также руководствуются экспериментированием эксперимент это проверка используемая чтобы исключить одну или более возможных гипотез задаванием вопросов и проведением наблюдений,он однако не является единственным научноиследованием также руководствуется экспериментированием эксперимент это проверка используемая чтобы исключить одну или более возможный гипотис задаванием вопроса и проведением наблюдений,0.2308,0.0522,16.98,26
всё же следуйте рекомендациям органов власти подчиняйтесь всем знакам и обратите пристальное внимание на предупреждения о безопасности,слушай следуйте рекомендация о рано власти починяйтесь всем знаком и обратите пристрельное внимание на предупреждение обезопасности,0.6471,0.1194,11.22,17
несмотря на то что нашлась экспериментальная вакцина способная снизить смертность от вируса эбола пока еще ни одно лекарство не продемонстрировало явного эффекта в лечении существующей инфекции,не смотря на то что нашлось экспериментальная вакцина способностьнизить смертность от вируса и была пока еще не одно лекарство не предимострировало явно во эффектов лечения существующей инфекции,0.5,0.0933,15.24,26
роландо мендоса выстреливал из своей винтовки м16 в туристов,роландемин доса выстреливал из своей винтовки м16 в туристов,0.2222,0.0667,9.12,9
по сообщениям ему было от 20ти до 30ти лет в заявление бибер сказал хотя я и не присутствовал при трагическом инциденте и не был вовлечён в него напрямую мои мысли и молитвы с семьёй жертвы,во сообщениям ему было от 20 до 30 лет в заявлении бибер сказал хотя я не присутствовал предрагическом отсиденте и не было влечам в него напрямую моим мысли молитвы семье жертвы,0.4,0.1376,17.16,35
первоначально он был госпитализирован в госпитале джеймса педжета в грейтярмуте,первая на чально он был госпитализирован в госпитале джеймса пэджетов грейд и армутия,0.7,0.1772,6.6,10
получите новую смесь перемешав два сухих порошка в одной емкости а затем чистыми влажными руками слепите из этой смеси шарик,получите новые смесь перемешиваться в два сухих порожка в одной емкости а затем чистыми влажными руками слепите из этой смесь и шарик,0.3,0.0968,10.2,20
целые 20 процентов воды поступаемой из рек нашей планеты в океаны текут из амазонки,целый 2 воды поступаем из рек нашей планеты вакианы текут и замазонки,0.5714,0.2289,6.48,14
тигриный рык не похож на полнозвучный рык льва а больше напоминает выкрикивание предложений из неразборчивых слов,цегренный рык не похож на полнозвучный рык льва а больше напоминает в икрикивании предложений из не разборчивых слов,0.3125,0.0708,9.24,16
перри заявил что вернётся в техас чтобы оценить результаты сегодняшнего партийного собрания и определить стоит ли мне продолжать гонку но позже сказал что он её продолжит и будет участвовать в предварительных выборах в южной каролине 21 января,перезаивил что вернется в тихоств чтобы оценить результат и сегодняшнего партина собрания я определить стоит ли мне продолжать в гонку но позже сказал что он её продолжит и будет участвовать в предварительных выбрах в южной кралине 21 января,0.2973,0.0864,22.44,37
это место которое британские колонизаторы забрали себе и если вы ищете доказательства колониального прошлого территории то это хорошее место для начала,это место которое британский куланизаторы забрали себе и если выщит доказательство куланяального прошлого территории то это хорошая миска начала,0.4286,0.1325,10.44,21
многие считали что он прав но многие верили в противоположное что солнечная система вращается вокруг земли включая солнце и даже другие звезды,многие считали что он прав но многие верили в противоподожное что солнечная система возвращается вокруг земли включая солнце и даже другие звезды,0.0909,0.0282,15.12,22
дети живущие на улицах возможно пережили тяжёлые формы насилия или травмирования до того как убежать или быть брошенными,дети живущие на улицах возможно пережелите жалл и формы насилия или травмирования до того как убежать или быть брошеными,0.2222,0.075,12.42,18
в состав прайда входит от одного до трех взрослых самцов находящихся в родстве а также самок и детенышей число которых может доходить до тридцати,состав прайда входит от одного до трех взрослых санцов находящихся в рацие а также самок и дедионный шей число которых может доходить до 30,0.25,0.1517,12.84,24
взаимосвязь между патологией мозга и поведением используется учёными в их исследованиях,заемо связь между потологией мозга и поведением используются ученными их исследования,0.6364,0.1149,7.56,11
